Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Muuuu Crema Sabor a Chocolate,10,Alpina,10g,Galletas y Snacks,800,https://coopasan.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTYxNzIyMCwicHVyIjoiYmxvYl9pZCJ9fQ==--dea54f800cadd45f7f0d8df4b94170db477f102b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/ME01037.png
Chiclets Hierbabuena,100,Chiclets,2.8g,Chicles,200,https://i.ebayimg.com/images/g/qg0AAOSw1tRcwUsa/s-l1600.jpg
Chiclets Amarillo,100,Chiclets,2.8g,Chicles,200,https://i.ebayimg.com/images/g/qg0AAOSw1tRcwUsa/s-l1600.jpg
Trident 4 Chicles Fresa,50,Trident,5g,Chicles,1000,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_3b9525e1a656acadd4e2496721e60f40064aba5c1712837176.png
Trident 4 Chicles Menta,50,Trident,5g,Chicles,1000,https://en1ya.com/wp-content/uploads/2022/10/CHICLES-TRIDENT-MENTA-X85g.jpg
Chicles Xtreme Sabor a Yerbabuena,1,Xtreme,3.2g,Chicles,500,https://d2j6dbq0eux0bg.cloudfront.net/images/79481513/3241373021.jpg
Chicles Xtreme Sabor Fresh,1,Xtreme,3.2g,Chicles,500,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Dulces/7702011136060_A1N1_es.jpg
Chicles Xtreme Sabor a Canela,1,Xtreme,3.2g,Chicles,500,https://images.rappi.com/products/103110780457_lasiqaiqzxsv_666569557405_kuxhhuavxkib_3505391_1.png
Chicles Xtreme Sabor a Sandía,1,Xtreme,3.2g,Chicles,500,https://dulceria.co/wp-content/uploads/2021/03/chicles-sandia.jpg
Rothmas of London Azul Cigarrillos,10,Rothmas,Unidad,Cigarrillos,15000,https://licoresjunior.com/wp-content/uploads/2023/12/cigarros-08.jpg
Lucky Strike Negro,31,Lucky Strike,Unidad,Cigarrillos,16000,https://sancayetano.com.py/userfiles/images/productos/600/116031.JPG
Rothmans Azul Grande,3,Rothmans,Unidad,Cigarrillos,16000,https://mistiendas.com.co/22212-large_default/cigarrillos-rothmans-azul-x20und.jpg
Rothmans Azul Mediano,8,Rothmans,Unidad,Cigarrillos,8000,https://images.rappi.com/products/4444160a-4739-49be-ab86-2fb077fdf64f.jpg
Rothmans Blanco 10 Cigarros,10,Rothmans,Unidad,Cigarrillos,8000,https://exitocol.vtexassets.com/arquivos/ids/27207827/Cigarrillo-Blanco-ROTHMANS-10-und-1460167_a.jpg
Rothmans Negro,10,Rothmans,Unidad,Cigarrillos,8000,https://licorescasamoreno.com/wp-content/uploads/2023/07/Cigarrillo-Rothmans-Tropic-10.png
Rothmans Azul con Blanco Pequeño,2,Rothmans,Unidad,Cigarrillos,4000,https://prodcdnmobisoft.oxxodomicilios.com/01HNG0S8JYKNE9F57D4ZG53Y71.jpg
Cigarrillos Sueltos,15,Sin Marca,Unidad,Cigarrillos,800,https://st4.depositphotos.com/11508700/41933/i/1600/depositphotos_419335320-stock-photo-top-view-image-several-loose.jpg
Fósforos Refuegos,20,Refuegos,Unidad,Encendedores y Fósforos,500,https://mercalan.com.co/wp-content/uploads/2023/04/Diseno-sin-titulo-33-4.png
Fósforos El Rey,100,El Rey,Unidad,Encendedores y Fósforos,500,https://detalshop.com/cdn/shop/products/020010.jpg
Fósforos Grandes El Rey,4,El Rey,Unidad,Encendedores y Fósforos,1200,https://mistiendas.com.co/14437-large_default/fosforos-el-rey-x20und.jpg
Bricket Tokai,22,Tokai,Unidad,Encendedores y Fósforos,2500,https://paraisodistribuciones.com/wp-content/uploads/2023/03/encendedor-tokay-x25.png
Bricket Bic,7,Bic,Unidad,Encendedores y Fósforos,4000,https://copservir.vtexassets.com/arquivos/ids/1566250/ENCENDEDOR-BIC-MINI_F.png
Bricket El Sol,10,El Sol,Unidad,Encendedores y Fósforos,2000,https://d2j6dbq0eux0bg.cloudfront.net/images/79456011/3278598402.jpg
Bricket Bic Mini,20,Bic,Unidad,Encendedores y Fósforos,3000,https://tecnonissi.com/wp-content/uploads/2025/03/FR000360-600x600.jpg
Caja de Marcadores Borrables,2,Sin Marca,4 unidades,Utiles,8000,https://comercialpapelera.com.co/tienda/12722-medium_default/marcador-borrable-caja-x12-und-azul.jpg
Caja de Bolígrafo Semi Gel Offi-Esco Inkreible,7,Offi-Esco,12 unidades,Utiles,12000,https://irreal.vtexassets.com/arquivos/ids/210015/7409781178244-1.jpg
Caja de Bolígrafo BIC (color rojo),1,BIC,12 unidades,Utiles,15000,https://labodegaeconomica.com/cdn/shop/products/Esfero-BIC-Dura-Caja-x12-Color-Rojo-1_jpg_97134995-4540-489f-967a-7832bd821402.jpg
Caja Bolígrafos Inkjoy Paper,3,Paper,N/A,Utiles,18000,https://clubbookstore.com/wp-content/uploads/2020/10/Caja-Esferos-Paper-Mate-negro.jpg
Resaltadores A-ink,7,A-ink,N/A,Utiles,5000,https://estradayasociadosglobalservices.com/wp-content/uploads/2022/06/SPD-1CH-2.png
Caja de Rotuladores de Colores Alpino,1,Alpino,6 unidades,Utiles,12000,https://www.alpino.eu/images/alpino/productos/AR001003/AR001003N_01.jpg
Paquete de Marcadores Sharpie (marca Scott),1,Scott,3 unidades,Utiles,8000,https://newellbrands.imgix.net/a899d3ea-f50e-3aa4-991b-f50c38e3f5eb/a899d3ea-f50e-3aa4-991b-f50c38e3f5eb.jpg
Paquete de Marcadores Sharpie (marca Harpue),3,Harpue,3 unidades,Utiles,8000,https://newellbrands.imgix.net/a899d3ea-f50e-3aa4-991b-f50c38e3f5eb/a899d3ea-f50e-3aa4-991b-f50c38e3f5eb.jpg
Caja de Lápices Mirado,1,Mirado,12 unidades,Utiles,8000,https://exitocol.vtexassets.com/arquivos/ids/16172138/caja-de-lapiz-mirado-paper-mate-pague-9-y-lleve-12-lapices.jpg
Caja de Lápices Mirado Pague 9 Lleve 12,7,Mirado,12 unidades,Utiles,7000,https://exitocol.vteximg.com.br/arquivos/ids/26525201/Lapiz-Oferta-Pague-9-Lleve-12-626036_a.jpg
Lápices,11,Sin Marca,N/A,Utiles,800,https://panamericana.vtexassets.com/arquivos/ids/400973/juego-de-lapices-de-dibujo-stabilo-x-12-uds--1-8595147806223.jpg?v=637637881019400000
Caja de Lápices Kores,1,Kores,12 unidades,Utiles,10000,https://comercialpapelera.com.co/tienda/11752-large_default/caja-metalica-de-lapiz-graduado-kores-x12-und.jpg
Caja Lápiz Grafito Jumbo Rojo (grande) + Sacapuntas Plástico,3,Sin Marca,12 unidades,Utiles,9000,https://elchiquitindelospreciosbajos.com/wp-content/uploads/2021/12/Lapiz-de-Grafito-Kores-Jumbo-Cod.-9023800925305-min-1.jpg
Lápiz Rojo Kores Grande,8,Kores,N/A,Utiles,1000,https://acdn-us.mitiendanube.com/stores/399/204/products/lapiz-kores-rojo1-e4f71f5b2adeb2bc8015270887469879-640-0.jpeg
Caja de Lápices Rojos Mirado,2,Mirado,12 unidades,Utiles,8000,https://www.haga.com.co/wp-content/uploads/2022/02/LAPIZ-MIRADO-ROJO-CAJA-X-12.jpg
Caja de Lápices Rojos Chequeo Offi-Esco,1,Offi-Esco,12 unidades,Utiles,7500,https://elchiquitindelospreciosbajos.com/wp-content/uploads/2021/12/Lapiz-Rojo-Chequeo-OE-149-Cod.-7709163798719-min-1.jpg
Lápiz Rojo Paper,1,Paper,N/A,Utiles,800,https://cdnx.jumpseller.com/la-cali/image/11154530/930.png
Caja de Lápices de Color Bic,2,Bic,14 Unidades,Utiles,15000,https://puntoscolombia.vtexassets.com/arquivos/ids/21765202/image-8ff040714b7d499d9042aaafadb99efd.jpg
Caja de Lápices de Color Andaluz,4,Andaluz,12 unidades,Utiles,12000,https://cdnx.jumpseller.com/la-cali/image/11154530/930.png
Cuadernos,14,Sin Marca,N/A,Papelería,3000,https://cdnx.jumpseller.com/zoom-creativo/image/28375640/cuadernos_600px.jpg_2.jpg
Bloc de Hojas Cuadriculadas,1,Sin Marca,N/A,Papelería,5000,https://elchiquitindelospreciosbajos.com/wp-content/uploads/2021/12/Block-Carta-Cuadriculado-Jean-Book-Cod.-7702111559325-min-1.jpg
Hojas Milimétrica,1,Sin Marca,N/A,Papelería,6000,https://www.papeleriamarin.com/956-large_default/block-milimetrado.jpg
Fomi,1,Sin Marca,N/A,Papelería,1500,https://jonan.com.co/cdn/shop/products/1119.jpg
Caja Ganchos Legajador Tritón,3,Tritón,20 unidades,Papelería,8500,https://www.papeleriaelmayorista.com/wp-content/uploads/gancho-legajador-triton.jpg
Paquete Gancho Legajador Tritón,3,Tritón,20 unidades,Papelería,7200,https://www.papyser.com/catalogo/9042556.jpg
Paquete Gancho Legajador Keepermate,3,Keepermate,20 unidades,Papelería,7500,https://celestepapeleriayregalos.com/wp-content/uploads/2022/08/GANCHO-LEGAJADOR-X-20-.jpg
"Paquete de 2 Lápices, 1 Tajalapiz Plástico y 1 Borrador de Nata Pequeño",1,Sin Marca,N/A,Papelería,4500,https://comercialpapelera.com.co/tienda/3344-large_default/kit-faber-castell-lapiz-jumbo-blister-x-2und.jpg
Binder Clips,7,Sin Marca,/A,Papelería,3200,https://jonan.com.co/cdn/shop/files/30725.jpg
Bajalenguas de Madera,1,Sin Marca,20 unidades,Papelería,2800,https://copservir.vtexassets.com/arquivos/ids/1446411/BAJALENGUAS-MADERA-ALFA-SAFE_F.png
Palillos El Sol Punta Redonda,360,El Sol,N/A,Papelería,3500,https://www.todoaseo.com/wp-content/uploads/2017/01/PALILLO-REDONDO-X-180-UDS-REF-00673.jpg
Palillos El Sol,1,El Sol,N/A,Papelería,2200,https://ecommerce.surtifamiliar.com/backend/admin/backend/web/archivosDelCliente/items/images/Productos-Desechables-Palos-De-Madera-PALILLOS-EL-SOL-x180und-705220201112162302.jpg
Bisturí Grande Riel Metálico Offi-Esco,3,Offi-Esco,N/A,Útiles de Oficina,12500,https://cdnx.jumpseller.com/la-cali/image/44238734/Bistur__Offi-Esco_Encauchetado.png
Corrector Offi-Esco Cinta,1,Offi-Esco,N/A,Útiles de Oficina,4800,https://offiesco.com/wp-content/uploads/oe-265-1.jpg
Corrector de Cinta Offi-Esco 12M,1,Offi-Esco,N/A,Útiles de Oficina,6200,https://elchiquitindelospreciosbajos.com/wp-content/uploads/2021/12/Corrector-de-Cinta-Profesional-Offi-Esco-12m-Ref.-OE-264-Azul-min-2.jpg
Corrector de Cinta Offi-Esco 20M,1,Offi-Esco,N/A,Útiles de Oficina,8500,https://offiesco.com/wp-content/uploads/oe-265-1.jpg
Hojas de Bisturí 18mm,10,Sin Marca,10 piezas,Útiles de Oficina,5500,https://clientebhp7b0eo.com.co/backend/admin/backend/web/archivosDelCliente/items/images/2-HERRAMIENTAS-DE-CORTE-MANUAL-BISTURIES-Y-CUCHILLAS-PARA-BISTURI-CUCHILLA-PBISTURI-3PZS-18mm-STANLEY-545320221125160402.jpg
Hojas de Bisturí Pequeñas,1,Sin Marca,10 piezas,Útiles de Oficina,3800,https://cimexcolombiasas.com/wp-content/uploads/2020/10/HOJA-DE-BISTURI.jpg
Bisturí de Lujo Pequeño Offi-Esco,3,Offi-Esco,N/A,Útiles de Oficina,9800,https://elchiquitindelospreciosbajos.com/wp-content/uploads/2021/12/Bisturi-de-Lujo-Pequeno-Offi-Esco-OE-110-Azul-Oscuro-Ref.-7709948859925-min-1.jpg
Borradores de Nata Pequeño Egar Mata,24,Egar Mata,N/A,Útiles de Oficina,15200,https://promayorista.com/cdn/shop/files/2616_4d2e7224-ce66-4e48-8c49-9595259680d6.jpg
Borradores de Nata Grande Egar Mata,24,Egar Mata,N/A,Útiles de Oficina,18500,https://www.papyser.com/catalogo/9614364.jpg
Tijeras Travel Scissors Stainless Steel,1,Sin Marca,N/A,Útiles de Oficina,8500,https://m.media-amazon.com/images/I/51eEbxppw+L.jpg
Tijeras Mundial,2,Mundial,N/A,Útiles de Oficina,16800,https://krika.vtexassets.com/arquivos/ids/155979/002002.jpg
"Tijeras ""Scissors""",1,Sin Marca,N/A,Útiles de Oficina,3500,"https://static.wixstatic.com/media/f5a409_8189ac3b3f6242239a140a2b3f46a609~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg"
Tijeras Windmill,1,Windmill,N/A,Útiles de Oficina,4200,https://luminososfluorescentes.com/1802-medium_default/tijeras-fluorescentes.jpg
Caja de Bandas de Caucho Bandescol,1,Bandescol,N/A,Útiles de Oficina,8200,https://images.rappi.com/products/1646661767052_1646661764012.jpg
Cinta Transparente Delgada Mediana Colbon,11,Colbon,N/A,Útiles de Oficina,18500,https://www.papyser.com/catalogo/1924012.jpg
Cinta Transparente Pequeña Colbon,10,Colbon,N/A,Útiles de Oficina,14200,https://www.papyser.com/catalogo/1924012.jpg
Pegastick Pequeño Colbon,3,Colbon,8g,Pegamentos,7800,https://olimpica.vtexassets.com/arquivos/ids/730306/Pegante-Colbon-Stick-Barra-X8G.jpg
Pegastick Pequeño Offi-Esco,2,Offi-Esco,10g,Pegamentos,5200,https://www.suescun.com.co/wp-content/uploads/2021/06/15316.jpg
Colbon Pegante Universal,3,Colbon,20g,Pegamentos,9500,https://exitocol.vteximg.com.br/arquivos/ids/27110116/Colbon-Universal-4070_a.jpg
Pegastick Colbon,2,Colbon,21g,Pegamentos,6800,https://olimpica.vtexassets.com/arquivos/ids/730306/Pegante-Colbon-Stick-Barra-X8G.jpg
Pegante en Barra Offi-Esco,1,Offi-Esco,40g,Pegamentos,4500,https://cdnx.jumpseller.com/la-cali/image/10885770/Pegante_en_barra_Offiesco_21_gr.png
Silicona Liquida Offi-Esco,3,Offi-Esco,100ml,Pegamentos,12800,"https://static.wixstatic.com/media/45ce85_5d421d60d67849f485e40ab0107bb412~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg"
Pegante Universal Colbon,3,Colbon,115g,Pegamentos,15200,https://comercialpapelera.com.co/tienda/1486-large_default/colbon-225gr.jpg
Ultraglue Offi-Esco,15,Offi-Esco,2g,Pegamentos,28500,https://www.papeleriaelmayorista.com/wp-content/uploads/pegante-instantaneo-ultraglue-x12-offiesco.jpg
Astroglue Syperpega,18,Astroglue,8g,Pegamentos,32400,https://infinita.com.co/wp-content/uploads/2022/02/727AS.jpg
Plastilina Mi Trensito de Colores,12,Mi Trensito,500g,Manualidades,48000,https://acdn-us.mitiendanube.com/stores/399/204/products/plastinilina-mi-trensito-larga1-8c06b690b28d3319b315711532045835-640-0.png
Papel Higiénico Familia Expert,17,Familia,26 metros,Papel Higiénico,68000,https://carulla.vtexassets.com/arquivos/ids/21195666/Papel-Higienico-Expert-FAMILIA-300-mts-3153915_a.jpg
Scott 2 en 1 Papel Higiénico,4,Scott,29.7 metros,Papel Higiénico,18500,https://olimpica.vtexassets.com/arquivos/ids/1388599/7702425730151.jpg
Papel Higiénico Rosal Roja,17,Rosal,26 metros,Papel Higiénico,51000,https://olimpica.vtexassets.com/arquivos/ids/1531815/7702120013061.jpg
Papel Higiénico Elite Duo Amarillo,11,Elite,31 metros,Papel Higiénico,44000,https://en1ya.com/wp-content/uploads/2022/12/PAPEL-HIGIENICO-ELITE-DUO-AMARILLO-EL-ROLLOTE-X1-UNIDAD-1.jpg
Papel Higiénico Elite Duo Rojo,18,Elite,31 metros,Papel Higiénico,72000,https://en1ya.com/wp-content/uploads/2021/09/PAPEL-HIGIENICO-ELITE-DUO-ROLLAZO-X-UNID..png
Papel Higiénico Elite Duo Azul,3,Elite,31 metros,Papel Higiénico,12000,https://en1ya.com/wp-content/uploads/2023/06/PAPEL-HIGIENICO-ELITE-DUO-AZUL-X1-UNIDAD.jpg
Papel Higiénico Familia Más Suave (Morado),11,Familia,23 metros,Papel Higiénico,44000,https://supermercadolaestacion.com/31823-large_default/papel-higenico-gfamilia-x4-rollos-expert.jpg
Papel Higiénico Familia Extra Contenido (Amarillo),6,Familia,24 metros,Papel Higiénico,24000,https://merkadea.co/web/upload/imagen/producto/producto_588_231461303_1550955168.png
Papel Higiénico Green,8,Green,25 metros,Papel Higiénico,32000,https://exitocol.vtexassets.com/arquivos/ids/26766952/Papel-Higienico-Green-4-Rollos-FAMILIA-148-mts-3197293_a.jpg
Papel Higiénico Rosal Azul,14,Rosal,26 metros,Papel Higiénico,42000,https://paveca.com/wp-content/uploads/2023/01/RosalPlus420.jpg
Scott Suramax Toalla,10,Scott,N/A,Toallas,32000,https://olimpica.vtexassets.com/arquivos/ids/1154783/7702425993730_1.jpg
Scott Megaabsorb Toalla,2,Scott,N/A,Toallas,8500,https://olimpica.vtexassets.com/arquivos/ids/822504/7702425810815.jpg
Nova Clásica Toalla,2,Nova,N/A,Toallas,6800,https://mercalan.com.co/wp-content/uploads/2023/03/Diseno-sin-titulo-16.png
Cepillos/escobillas rojas,1,Sin Marca,N/A,Productos de aseo,2500,https://tripleclean.com.co/wp-content/uploads/2024/12/LRES10_3.jpg
Estropajos metálicos,10,Sin Marca,N/A,Productos de aseo,8500,https://shopyclean.com/771-thickbox_default/estropajo-metalico-40-grs-pack-12-unidad.jpg
Esponjas verdes,6,Sin Marca,N/A,Productos de aseo,4200,https://berpaadmin.com.co/backend/admin/backend/web/archivosDelCliente/items/images/4904-ASEO-HOGAR-ESPONJAS-Y-PANOS-ESPONJA-VERDE-ABRASIVA-X-3-490420230810180102.jpg
Cepillos varios (plásticos),10,Sin Marca,N/A,Productos de aseo,12000,"https://m.media-amazon.com/images/I/61mIqbojTxS._AC_UF1000,1000_QL80_.jpg"
Trapeadores/mopas,2,Sin Marca,N/A,Productos de aseo,18000,https://dojiw2m9tvv09.cloudfront.net/53108/product/mopa-industrial-tiras-microfibra-pla4038.jpg
Papel Higiénico Familia,1,Familia,N/A,Papel Higiénico,4200,https://habibdroguerias.vtexassets.com/arquivos/ids/170053/200042793.jpg
Toallas Higiénicas Winny,6,Winny,26 metros,Papel Higiénico,15000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7701021145949_32.jpg
Toallas Cocina/Paños Scott,3,Scott,N/A,Papel Higiénico,9500,https://www.mgk.com.co/mgk-web/wp-content/uploads/2019/02/TOALLA-DE-COCINA-QQQ.jpg
Servilletas Suavel,6,Suavel,N/A,Productos de aseo,12000,"https://res.cloudinary.com/riqra/image/upload/w_656,h_656,c_limit,q_auto,f_auto/v1661192315/sellers/10/lqyaztymlz4lgrpxvvet.jpg"
Servilletas Familia,2,Bimbo,N/A,Productos de aseo,5500,https://olimpica.vtexassets.com/arquivos/ids/1762311/7702026200855_1.jpg
Leche entera alqueria,2,Alqueria,1.3 l,Panaderia,9800,https://olimpica.vtexassets.com/arquivos/ids/1120739/7702177022733.jpg
Leche deslactosada alqueria,2,Alqueria,1.3 l,Panaderia,11200,https://exitocol.vtexassets.com/arquivos/ids/24648901/Leche-Deslactosada-En-Bolsa-X-1300-ml-65827_a.jpg
Leche descremada alqueria,2,Alqueria,"1,1 l",Panaderia,10500,https://exitocol.vtexassets.com/arquivos/ids/24648895/Leche-Descremada-En-Bolsa-X-11-Litros-64453_a.jpg
